001E07AF.esd,stNIB-v1_06735,Sotub07g024120
MICRO.1284.C1,stNIB-v1_13384,Sotub09g027700
MICRO.12840.C1,stNIB-v1_25937,MICRO.12840.C1
MICRO.12841.C1,stNIB-v1_09577,Sotub06g015200
MICRO.12842.C1,stNIB-v1_10831,Sotub06g018300
MICRO.12843.C1,stNIB-v1_09824,Sotub01g033030
MICRO.12844.C1,stNIB-v1_01615,Sotub03g036840
MICRO.12845.C1,stNIB-v1_33653,MICRO.12845.C1
MICRO.12846.C1,stNIB-v1_01634,Sotub02g031500
MICRO.12847.C2,stNIB-v1_04646,Sotub11g028790
MICRO.12848.C1,stNIB-v1_08799,Sotub09g026330
MICRO.12849.C1,stNIB-v1_33541,MICRO.12849.C1
MICRO.1285.C1,stNIB-v1_15728,Sotub07g006080
MICRO.12850.C1,stNIB-v1_05511,Sotub04g035410
MICRO.12851.C1,stNIB-v1_27675,MICRO.12851.C1
MICRO.12852.C1,stNIB-v1_14849,Sotub02g035780
MICRO.12853.C1,stNIB-v1_14760,PGSC0003DMG400045024
MICRO.12854.C1,stNIB-v1_07098,Sotub05g016540
MICRO.12855.C1,stNIB-v1_10343,Sotub10g026200
MICRO.12856.C1,stNIB-v1_09271,Sotub05g010110
MICRO.12857.C1,stNIB-v1_12045,Sotub01g045320
MICRO.12858.C1,stNIB-v1_03149,Sotub06g008570
MICRO.12859.C1,stNIB-v1_27881,PGSC0003DMG400030820
MICRO.12859.C2,stNIB-v1_12517,PGSC0003DMG400027114
MICRO.1286.C1,stNIB-v1_10696,Sotub07g029040
MICRO.12860.C1,stNIB-v1_04016,Sotub05g023050
MICRO.12861.C2,stNIB-v1_07669,Sotub12g021190
MICRO.12861.C3,stNIB-v1_07669,Sotub12g021190
MICRO.12862.C1,stNIB-v1_14045,Sotub04g033340
MICRO.12863.C1,stNIB-v1_14045,Sotub04g033340
MICRO.12864.C1,stNIB-v1_09328,Sotub11g027560
MICRO.12865.C1,stNIB-v1_13419,Sotub02g020800
MICRO.12866.C1,stNIB-v1_10199,Sotub09g016150
MICRO.12867.C1,stNIB-v1_16482,Sotub03g009330
MICRO.12868.C2,stNIB-v1_03731,Sotub09g024520
MICRO.12869.C1,stNIB-v1_14756,Sotub03g018660
MICRO.12869.C3,stNIB-v1_08333,Sotub11g009610
MICRO.1287.C1,stNIB-v1_10978,Sotub04g022950
MICRO.12870.C1,stNIB-v1_06824,Sotub02g036750
MICRO.12870.C2,stNIB-v1_06824,Sotub02g036750
MICRO.12871.C1,stNIB-v1_07342,Sotub08g010640
MICRO.12871.C2,stNIB-v1_07342,Sotub08g010640
MICRO.12872.C1,stNIB-v1_03407,Sotub08g009460
MICRO.12872.C2,stNIB-v1_03407,Sotub08g009460
MICRO.12873.C1,stNIB-v1_04453,Sotub12g007650
MICRO.12873.C2,stNIB-v1_04453,Sotub12g007650
MICRO.12874.C1,stNIB-v1_17054,Sotub07g008010
MICRO.12875.C1,stNIB-v1_05579,Sotub01g045510
MICRO.12876.C1,stNIB-v1_07819,Sotub12g019250
MICRO.12877.C1,stNIB-v1_02710,Sotub12g030390
MICRO.12878.C1,stNIB-v1_05411,Sotub07g008830
MICRO.12879.C1,stNIB-v1_15988,Sotub03g023850
MICRO.1288.C1,stNIB-v1_01013,Sotub01g048660
MICRO.12880.C1,stNIB-v1_08197,Sotub02g032160
MICRO.12881.C1,stNIB-v1_02880,Sotub06g021800
MICRO.12882.C1,stNIB-v1_10712,Sotub02g022110
MICRO.12883.C1,stNIB-v1_13340,Sotub04g007340
MICRO.12884.C1,stNIB-v1_07083,Sotub06g027150
MICRO.12885.C1,stNIB-v1_00153,Sotub01g033490
MICRO.12886.C1,stNIB-v1_00153,Sotub01g033490
MICRO.12887.C1,stNIB-v1_06038,Sotub10g024270
MICRO.12888.C1,stNIB-v1_09225,Sotub01g006780
MICRO.12889.C1,stNIB-v1_12132,Sotub01g029640
MICRO.1289.C2,stNIB-v1_01414,Sotub02g029320
MICRO.12890.C1,stNIB-v1_02432,Sotub09g014220
MICRO.12891.C1,stNIB-v1_01538,Sotub03g035930
MICRO.12892.C1,stNIB-v1_25573,MICRO.12892.C1
MICRO.12893.C1,stNIB-v1_07029,Sotub06g018750
MICRO.12893.C2,stNIB-v1_03217,PGSC0003DMG400005491
MICRO.12893.C3,stNIB-v1_03217,PGSC0003DMG400005491
MICRO.12894.C1,stNIB-v1_09885,Sotub06g033620
MICRO.12894.C2,stNIB-v1_09885,Sotub06g033620
MICRO.12895.C1,stNIB-v1_10359,Sotub01g007790
MICRO.12896.C1,stNIB-v1_08427,Sotub06g017540
MICRO.12897.C1,stNIB-v1_09869,Sotub06g034470
MICRO.12898.C1,stNIB-v1_09711,Sotub07g014700
MICRO.12898.C2,stNIB-v1_05857,Sotub07g015990
MICRO.12899.C1,stNIB-v1_11446,PGSC0003DMG400024288
MICRO.129.C1,stNIB-v1_09807,Sotub05g005190
MICRO.129.C2,stNIB-v1_11283,Sotub01g041150
MICRO.129.C3,stNIB-v1_03789,Sotub08g022580
MICRO.1290.C1,stNIB-v1_05161,Sotub11g013780
MICRO.12901.C1,stNIB-v1_04748,Sotub05g027080
MICRO.12901.C2,stNIB-v1_04748,Sotub05g027080
MICRO.12902.C1,stNIB-v1_09264,Sotub05g009850
MICRO.12903.C1,stNIB-v1_00659,Sotub02g019130
MICRO.12904.C1,stNIB-v1_27825,PGSC0003DMG400007752
MICRO.12905.C1,stNIB-v1_12156,PGSC0003DMG400026059
MICRO.12905.C2,stNIB-v1_28078,PGSC0003DMG400015722
MICRO.12905.C3,stNIB-v1_10211,PGSC0003DMG400020904
MICRO.12906.C1,stNIB-v1_04974,Sotub12g017700
MICRO.12906.C2,stNIB-v1_04974,Sotub12g017700
MICRO.12907.C1,stNIB-v1_06866,Sotub02g028760
MICRO.12908.C1,stNIB-v1_32788,MICRO.12908.C1
MICRO.12909.C1,stNIB-v1_26717,MICRO.12909.C1
MICRO.1291.C1,stNIB-v1_04170,Sotub08g013540
MICRO.12910.C1,stNIB-v1_08382,Sotub11g009900
MICRO.12911.C1,stNIB-v1_02006,Sotub02g011310
MICRO.12912.C1,stNIB-v1_08973,Sotub11g012500
MICRO.12913.C1,stNIB-v1_05189,Sotub06g024210
MICRO.12914.C1,stNIB-v1_10557,Sotub09g016310
MICRO.12915.C1,stNIB-v1_10557,Sotub09g016310
MICRO.12916.C1,stNIB-v1_11378,Sotub04g023510
MICRO.12917.C1,stNIB-v1_16279,Sotub01g046400
MICRO.12917.C2,stNIB-v1_16279,Sotub01g046400
MICRO.12918.C1,stNIB-v1_17734,Sotub12g019500
MICRO.12918.C2,stNIB-v1_17734,Sotub12g019500
MICRO.12919.C1,stNIB-v1_32735,MICRO.12919.C1
MICRO.1292.C1,stNIB-v1_15334,Sotub02g015800
MICRO.1292.C2,stNIB-v1_15334,Sotub02g015800
MICRO.12920.C2,stNIB-v1_07323,Sotub05g021950
MICRO.12922.C1,stNIB-v1_01033,Sotub09g006330
MICRO.12923.C1,stNIB-v1_07638,Sotub10g005760
MICRO.12924.C1,stNIB-v1_07638,Sotub10g005760
MICRO.12925.C1,stNIB-v1_11516,Sotub03g027850
MICRO.12926.C1,stNIB-v1_17612,Sotub11g018930
MICRO.12927.C1,stNIB-v1_10569,Sotub04g027610
MICRO.12928.C1,stNIB-v1_17594,Sotub11g016710
MICRO.12929.C1,stNIB-v1_04547,Sotub11g026050
MICRO.1293.C1,stNIB-v1_01963,Sotub05g013260
MICRO.12930.C1,stNIB-v1_09918,Sotub06g033650
MICRO.12931.C1,stNIB-v1_14526,Sotub12g007430
MICRO.12932.C1,stNIB-v1_03203,Sotub06g035030
MICRO.12933.C1,stNIB-v1_02356,Sotub08g025570
MICRO.12933.C3,stNIB-v1_02356,Sotub08g025570
MICRO.12934.C1,stNIB-v1_02917,Sotub06g033600
MICRO.12935.C1,stNIB-v1_10031,Sotub07g022110
MICRO.12935.C2,stNIB-v1_10031,Sotub07g022110
MICRO.12935.C3,stNIB-v1_10031,Sotub07g022110
MICRO.12936.C1,stNIB-v1_16547,Sotub06g014300
MICRO.12937.C1,stNIB-v1_00127,Sotub10g010130
MICRO.12938.C1,stNIB-v1_03780,Sotub10g018330
MICRO.12939.C1,stNIB-v1_01896,Sotub01g044020
MICRO.1294.C1,stNIB-v1_12085,Sotub01g045170
MICRO.12940.C1,stNIB-v1_06185,Sotub10g006630
MICRO.12941.C1,stNIB-v1_16754,Sotub04g026430
MICRO.12942.C1,stNIB-v1_16261,Sotub01g041160
MICRO.12943.C1,stNIB-v1_15420,Sotub03g028990
MICRO.12944.C1,stNIB-v1_02519,Sotub06g018160
MICRO.12945.C1,stNIB-v1_06303,Sotub04g009790
MICRO.12946.C1,stNIB-v1_04830,Sotub04g023560
MICRO.12947.C1,stNIB-v1_03635,PGSC0003DMG400006267
MICRO.12948.C1,stNIB-v1_04769,Sotub09g005090
MICRO.12948.C2,stNIB-v1_04769,Sotub09g005090
MICRO.12949.C1,stNIB-v1_07221,Sotub03g005660
MICRO.1295.C1,stNIB-v1_11022,Sotub08g015940
MICRO.1295.C2,stNIB-v1_11022,Sotub08g015940
MICRO.12950.C1,stNIB-v1_02099,Sotub02g028360
MICRO.12950.C2,stNIB-v1_02159,Sotub02g028350
MICRO.12950.C3,stNIB-v1_14412,PGSC0003DMG400034355
MICRO.12950.C4,stNIB-v1_27991,PGSC0003DMG400046154
MICRO.12950.C5,stNIB-v1_05995,Sotub10g020340
MICRO.12950.C6,stNIB-v1_02064,Sotub09g014400
MICRO.12950.C7,stNIB-v1_02916,Sotub04g030430
MICRO.12952.C1,stNIB-v1_07343,Sotub08g010670
MICRO.12953.C1,stNIB-v1_05929,Sotub05g015190
MICRO.12954.C1,stNIB-v1_09133,Sotub03g025530
MICRO.12955.C1,stNIB-v1_15220,Sotub02g023840
MICRO.12956.C1,stNIB-v1_11453,Sotub11g026460
MICRO.12957.C1,stNIB-v1_06605,Sotub08g029280
MICRO.12958.C1,stNIB-v1_05014,Sotub01g024380
MICRO.12959.C1,stNIB-v1_02070,Sotub01g036700
MICRO.1296.C1,stNIB-v1_17515,Sotub10g025550
MICRO.1296.C2,stNIB-v1_04712,Sotub09g011220
MICRO.1296.C3,stNIB-v1_04712,Sotub09g011220
MICRO.12960.C1,stNIB-v1_09621,Sotub09g020190
MICRO.12961.C1,stNIB-v1_15825,Sotub01g034780
MICRO.12962.C1,stNIB-v1_17367,Sotub09g021930
MICRO.12963.C1,stNIB-v1_03243,Sotub06g012400
MICRO.12964.C1,stNIB-v1_02519,Sotub06g018160
MICRO.12965.C1,stNIB-v1_02519,Sotub06g018160
MICRO.12966.C1,stNIB-v1_09712,Sotub07g014620
MICRO.12967.C1,stNIB-v1_09554,Sotub07g026150
MICRO.12968.C1,stNIB-v1_15840,Sotub09g012170
MICRO.12969.C1,stNIB-v1_17761,Sotub12g028200
MICRO.1297.C1,stNIB-v1_05956,Sotub05g021040
MICRO.1297.C2,stNIB-v1_05222,Sotub04g029430
MICRO.1297.C3,stNIB-v1_05956,Sotub05g021040
MICRO.12970.C1,stNIB-v1_17761,Sotub12g028200
MICRO.12971.C1,stNIB-v1_13010,Sotub02g018500
MICRO.12972.C1,stNIB-v1_13699,Sotub05g009560
MICRO.12973.C1,stNIB-v1_04825,Sotub10g029010
MICRO.12973.C2,stNIB-v1_04825,Sotub10g029010
MICRO.12973.C3,stNIB-v1_04825,Sotub10g029010
MICRO.12974.C1,stNIB-v1_06430,Sotub11g013390
MICRO.12975.C1,stNIB-v1_06430,Sotub11g013390
MICRO.12976.C1,stNIB-v1_09266,Sotub05g009930
MICRO.12977.C1,stNIB-v1_16497,Sotub03g011170
MICRO.12978.C1,stNIB-v1_17689,Sotub12g013710
MICRO.12979.C1,stNIB-v1_03315,Sotub11g009130
MICRO.1298.C1,stNIB-v1_00853,Sotub02g034440
MICRO.12980.C1,stNIB-v1_02106,Sotub02g028210
MICRO.12981.C1,stNIB-v1_13753,Sotub02g030050
MICRO.12982.C1,stNIB-v1_02666,Sotub02g009230
MICRO.12983.C1,stNIB-v1_02666,Sotub02g009230
MICRO.12984.C1,stNIB-v1_15438,PGSC0003DMG401025427
MICRO.12984.C2,stNIB-v1_03977,Sotub02g036960
MICRO.12985.C1,stNIB-v1_15969,Sotub01g005750
MICRO.12986.C1,stNIB-v1_05654,Sotub02g019390
MICRO.12987.C1,stNIB-v1_06125,Sotub06g020770
MICRO.12988.C1,stNIB-v1_10182,Sotub08g020190
MICRO.12989.C1,stNIB-v1_10182,Sotub08g020190
MICRO.1299.C1,stNIB-v1_08640,Sotub10g017390
MICRO.12990.C1,stNIB-v1_09490,PGSC0003DMG400019038
MICRO.12991.C1,stNIB-v1_16161,Sotub01g023930
MICRO.12992.C1,stNIB-v1_09916,Sotub06g027420
MICRO.12994.C1,stNIB-v1_05102,Sotub03g013370
MICRO.12995.C1,stNIB-v1_03479,Sotub04g006150
MICRO.12996.C1,stNIB-v1_01514,Sotub03g035290
MICRO.12997.C1,stNIB-v1_17173,Sotub08g007840
MICRO.12998.C1,stNIB-v1_17026,Sotub06g029100
MICRO.12999.C1,stNIB-v1_14322,PGSC0003DMG400033546
MICRO.13.C1,stNIB-v1_14060,Sotub03g018210
MICRO.130.C1,stNIB-v1_10877,Sotub08g021660
MICRO.1300.C1,stNIB-v1_08918,Sotub06g019370
MICRO.13000.C1,stNIB-v1_05458,Sotub04g035310
MICRO.13001.C1,stNIB-v1_05459,Sotub04g035340
MICRO.13002.C1,stNIB-v1_00359,Sotub03g027220
MICRO.13002.C2,stNIB-v1_00359,Sotub03g027220
MICRO.13003.C1,stNIB-v1_04108,Sotub10g019700
MICRO.13004.C1,stNIB-v1_07280,Sotub01g049560
MICRO.13005.C1,stNIB-v1_04780,Sotub10g015380
MICRO.13005.C2,stNIB-v1_04780,Sotub10g015380
MICRO.13006.C1,stNIB-v1_09795,Sotub03g011360
MICRO.13007.C1,stNIB-v1_07423,Sotub03g010920
MICRO.13008.C1,stNIB-v1_07153,Sotub11g008000
MICRO.13008.C2,stNIB-v1_07153,Sotub11g008000
MICRO.13009.C1,stNIB-v1_12041,Sotub01g045080
MICRO.1301.C1,stNIB-v1_15349,Sotub07g027420
MICRO.13010.C1,stNIB-v1_02122,Sotub02g027860
MICRO.13011.C1,stNIB-v1_09955,Sotub02g037220
MICRO.13012.C1,stNIB-v1_03254,Sotub09g029520
MICRO.13013.C1,stNIB-v1_04931,Sotub09g009170
MICRO.13014.C1,stNIB-v1_00535,Sotub04g023090
MICRO.13015.C1,stNIB-v1_06929,Sotub03g007340
MICRO.13016.C1,stNIB-v1_26511,MICRO.13016.C1
MICRO.13017.C1,stNIB-v1_15519,Sotub11g005500
MICRO.13018.C1,stNIB-v1_02721,Sotub12g030790
MICRO.13019.C1,stNIB-v1_11745,Sotub02g031290
MICRO.1302.C1,stNIB-v1_01445,PGSC0003DMG400002366
MICRO.1302.C2,stNIB-v1_01445,PGSC0003DMG400002366
MICRO.1302.C3,stNIB-v1_01445,PGSC0003DMG400002366
MICRO.13020.C1,stNIB-v1_07421,Sotub08g013800
MICRO.13020.C2,stNIB-v1_05370,Sotub06g010030
MICRO.13020.C4,stNIB-v1_05370,Sotub06g010030
MICRO.13020.C5,stNIB-v1_05370,Sotub06g010030
MICRO.13021.C1,stNIB-v1_04943,Sotub09g009620
MICRO.13022.C1,stNIB-v1_02190,Sotub02g026840
MICRO.13023.C1,stNIB-v1_17005,Sotub06g024760
MICRO.13024.C1,stNIB-v1_06433,Sotub06g017830
MICRO.13025.C1,stNIB-v1_08218,Sotub06g015880
MICRO.13026.C1,stNIB-v1_01483,PGSC0003DMG400002452
MICRO.13027.C1,stNIB-v1_06497,PGSC0003DMG400011949
MICRO.13027.C2,stNIB-v1_06497,PGSC0003DMG400011949
MICRO.13027.C3,stNIB-v1_00766,Sotub01g020360
MICRO.13028.C1,stNIB-v1_09927,Sotub02g037560
MICRO.13029.C1,stNIB-v1_08047,Sotub12g026950
MICRO.1303.C1,stNIB-v1_06253,Sotub09g022240
MICRO.1303.C2,stNIB-v1_06253,Sotub09g022240
MICRO.13030.C1,stNIB-v1_00097,Sotub01g031640
MICRO.13030.C2,stNIB-v1_00097,Sotub01g031640
MICRO.13030.C3,stNIB-v1_00097,Sotub01g031640
MICRO.13031.C1,stNIB-v1_12969,Sotub05g005260
MICRO.13032.C1,stNIB-v1_12967,Sotub03g029120
MICRO.13033.C1,stNIB-v1_09330,Sotub08g015140
MICRO.13034.C1,stNIB-v1_13700,Sotub05g009540
MICRO.13035.C1,stNIB-v1_16460,Sotub02g035650
MICRO.13035.C2,stNIB-v1_16460,Sotub02g035650
MICRO.13036.C1,stNIB-v1_03972,Sotub02g013930
MICRO.13036.C2,stNIB-v1_03972,Sotub02g013930
MICRO.13037.C1,stNIB-v1_00522,Sotub02g016850
MICRO.13038.C1,stNIB-v1_14262,Sotub06g027140
MICRO.13039.C1,stNIB-v1_16385,Sotub02g018390
MICRO.13039.C2,stNIB-v1_16383,Sotub02g018360
MICRO.1304.C1,stNIB-v1_09595,Sotub09g020650
MICRO.13040.C1,stNIB-v1_06360,Sotub09g016620
MICRO.13041.C1,stNIB-v1_04754,Sotub09g017900
MICRO.13042.C1,stNIB-v1_14476,Sotub10g024530
MICRO.13042.C2,stNIB-v1_14476,Sotub10g024530
MICRO.13044.C1,stNIB-v1_08447,Sotub01g008010
MICRO.13045.C1,stNIB-v1_12343,Sotub06g022430
MICRO.13045.C2,stNIB-v1_12343,Sotub06g022430
MICRO.13046.C1,stNIB-v1_01222,Sotub06g034690
MICRO.13047.C1,stNIB-v1_07381,Sotub08g012390
MICRO.13048.C1,stNIB-v1_15946,Sotub04g007820
MICRO.13049.C1,stNIB-v1_08170,Sotub06g010050
MICRO.1305.C1,stNIB-v1_16400,Sotub02g021780
MICRO.13050.C1,stNIB-v1_09496,Sotub01g014130
MICRO.13050.C2,stNIB-v1_09496,Sotub01g014130
MICRO.13050.C3,stNIB-v1_09496,Sotub01g014130
MICRO.13051.C1,stNIB-v1_10101,Sotub04g020800
MICRO.13052.C1,stNIB-v1_17236,Sotub08g015490
MICRO.13053.C1,stNIB-v1_08446,Sotub01g008060
MICRO.13054.C1,stNIB-v1_09930,Sotub05g007750
MICRO.13055.C1,stNIB-v1_05098,Sotub03g013450
MICRO.13055.C2,stNIB-v1_05098,Sotub03g013450
MICRO.13056.C1,stNIB-v1_03092,PGSC0003DMG400005219
MICRO.13057.C1,stNIB-v1_07830,Sotub08g017620
MICRO.13058.C1,stNIB-v1_10661,Sotub07g027290
MICRO.13059.C2,stNIB-v1_17434,Sotub10g010170
MICRO.1306.C1,stNIB-v1_11692,Sotub01g040370
MICRO.1306.C2,stNIB-v1_11692,Sotub01g040370
MICRO.1306.C3,stNIB-v1_11692,Sotub01g040370
MICRO.1306.C4,stNIB-v1_11692,Sotub01g040370
MICRO.13060.C1,stNIB-v1_00755,Sotub02g012410
MICRO.13061.C1,stNIB-v1_05024,Sotub01g024110
MICRO.13062.C1,stNIB-v1_10644,Sotub07g028710
MICRO.13063.C1,stNIB-v1_01745,Sotub04g005320
MICRO.13064.C1,stNIB-v1_15588,Sotub11g020340
MICRO.13065.C1,stNIB-v1_08533,Sotub06g023420
MICRO.13066.C1,stNIB-v1_35434,MICRO.13066.C1
MICRO.13067.C1,stNIB-v1_06988,Sotub04g022790
MICRO.13068.C1,stNIB-v1_03669,Sotub04g010390
MICRO.13069.C1,stNIB-v1_01618,Sotub12g025090
MICRO.13069.C2,stNIB-v1_01618,Sotub12g025090
MICRO.1307.C1,stNIB-v1_08727,Sotub04g015690
MICRO.1307.C2,stNIB-v1_13721,Sotub05g008850
MICRO.1307.C3,stNIB-v1_09798,Sotub05g021110
MICRO.1307.C4,stNIB-v1_03774,Sotub12g016090
MICRO.13070.C1,stNIB-v1_08800,Sotub09g026320
MICRO.13071.C1,stNIB-v1_05256,Sotub03g023320
MICRO.13072.C1,stNIB-v1_34076,MICRO.13072.C1
MICRO.13072.C2,stNIB-v1_15138,PGSC0003DMG401012907
MICRO.13073.C1,stNIB-v1_12353,PGSC0003DMG400026528
MICRO.13074.C1,stNIB-v1_27967,PGSC0003DMG401016336
MICRO.13075.C1,stNIB-v1_02394,Sotub11g006010
MICRO.13076.C1,stNIB-v1_17183,Sotub08g010330
MICRO.13077.C1,stNIB-v1_09997,Sotub08g010290
MICRO.13078.C1,stNIB-v1_17189,Sotub08g010780
MICRO.13079.C1,stNIB-v1_16062,Sotub01g012910
MICRO.1308.C1,stNIB-v1_16881,Sotub05g020310
MICRO.1308.C2,stNIB-v1_13045,Sotub06g023510
MICRO.1308.C3,stNIB-v1_13045,Sotub06g023510
MICRO.13080.C1,stNIB-v1_06536,Sotub09g018820
MICRO.13081.C2,stNIB-v1_08355,Sotub11g009050
MICRO.13081.C3,stNIB-v1_08355,Sotub11g009050
MICRO.13082.C1,stNIB-v1_28030,PGSC0003DMG403028522
MICRO.13083.C1,stNIB-v1_07788,Sotub01g010570
MICRO.13084.C1,stNIB-v1_32798,MICRO.13084.C1
MICRO.13085.C1,stNIB-v1_11873,Sotub08g017170
MICRO.13086.C1,stNIB-v1_00638,Sotub03g010830
MICRO.13087.C1,stNIB-v1_12587,Sotub04g012960
MICRO.13089.C1,stNIB-v1_08359,Sotub11g009180
MICRO.13089.C2,stNIB-v1_08359,Sotub11g009180
MICRO.1309.C1,stNIB-v1_10968,Sotub07g010040
MICRO.1309.C2,stNIB-v1_10968,Sotub07g010040
MICRO.13090.C1,stNIB-v1_10667,Sotub07g027750
MICRO.13091.C1,stNIB-v1_09167,Sotub01g039340
MICRO.13092.C1,stNIB-v1_06855,Sotub02g008790
MICRO.13092.C2,stNIB-v1_06855,Sotub02g008790
MICRO.13093.C1,stNIB-v1_13088,Sotub11g005690
MICRO.13094.C1,stNIB-v1_04021,Sotub05g022700
MICRO.13095.C1,stNIB-v1_03284,Sotub03g032940
MICRO.13096.C1,stNIB-v1_03284,Sotub03g032940
MICRO.13097.C1,stNIB-v1_06227,Sotub01g037600
MICRO.13098.C1,stNIB-v1_00863,Sotub03g028540
MICRO.13099.C1,stNIB-v1_05000,Sotub09g026280
MICRO.1310.C1,stNIB-v1_04108,Sotub10g019700
MICRO.13100.C1,stNIB-v1_15232,PGSC0003DMG401017032
MICRO.13101.C1,stNIB-v1_15232,PGSC0003DMG401017032
MICRO.13102.C1,stNIB-v1_09965,Sotub09g017270
MICRO.13103.C1,stNIB-v1_07513,Sotub06g025680
MICRO.13105.C1,stNIB-v1_15725,Sotub07g006480
MICRO.13106.C1,stNIB-v1_17510,Sotub10g024170
MICRO.13106.C2,stNIB-v1_17510,Sotub10g024170
MICRO.13107.C1,stNIB-v1_07557,Sotub12g021020
MICRO.13108.C1,stNIB-v1_16755,Sotub04g026630
MICRO.13108.C2,stNIB-v1_00729,Sotub04g025880
MICRO.13109.C1,stNIB-v1_13412,Sotub02g021170
MICRO.1311.C1,stNIB-v1_03214,Sotub02g015590
MICRO.13110.C1,stNIB-v1_17236,Sotub08g015490
MICRO.13111.C1,stNIB-v1_00517,Sotub02g032380
MICRO.13112.C1,stNIB-v1_11404,Sotub02g028880
MICRO.13113.C1,stNIB-v1_33681,MICRO.13113.C1
MICRO.13114.C1,stNIB-v1_03064,Sotub04g033360
MICRO.13115.C1,stNIB-v1_10996,Sotub09g005400
MICRO.13115.C2,stNIB-v1_10996,Sotub09g005400
MICRO.13116.C1,stNIB-v1_04399,Sotub12g006870
MICRO.13118.C1,stNIB-v1_13763,Sotub04g027450
MICRO.13119.C1,stNIB-v1_05812,Sotub01g009040
MICRO.1312.C1,stNIB-v1_02309,Sotub01g036020
MICRO.13120.C1,stNIB-v1_05284,Sotub12g012910
MICRO.13121.C1,stNIB-v1_03674,Sotub04g010520
MICRO.13122.C1,stNIB-v1_03362,Sotub08g009950
MICRO.13122.C2,stNIB-v1_03362,Sotub08g009950
MICRO.13123.C1,stNIB-v1_08313,Sotub11g008820
MICRO.13124.C1,stNIB-v1_02590,Sotub06g012160
MICRO.13125.C1,stNIB-v1_12126,Sotub01g029840
MICRO.13126.C1,stNIB-v1_08087,Sotub02g010460
MICRO.13126.C2,stNIB-v1_08087,Sotub02g010460
MICRO.13127.C1,stNIB-v1_16692,Sotub04g017160
MICRO.13128.C1,stNIB-v1_15962,Sotub11g020410
MICRO.1313.C1,stNIB-v1_12827,Sotub04g021940
MICRO.1313.C2,stNIB-v1_12827,Sotub04g021940
MICRO.13130.C1,stNIB-v1_14854,Sotub03g022010
MICRO.13131.C1,stNIB-v1_05227,Sotub04g029230
MICRO.13132.C1,stNIB-v1_07243,Sotub05g013830
MICRO.13133.C1,stNIB-v1_10900,Sotub02g021160
MICRO.13134.C1,stNIB-v1_33030,MICRO.13134.C1
MICRO.13135.C1,stNIB-v1_12839,Sotub09g014910
MICRO.13136.C1,stNIB-v1_03836,Sotub07g008680
MICRO.13136.C2,stNIB-v1_03836,Sotub07g008680
MICRO.13137.C1,stNIB-v1_02042,Sotub06g008900
MICRO.13138.C1,stNIB-v1_04786,Sotub12g025520
MICRO.13139.C1,stNIB-v1_16292,Sotub01g049740
MICRO.1314.C1,stNIB-v1_11227,Sotub10g022050
MICRO.1314.C2,stNIB-v1_00664,Sotub02g027840
MICRO.1314.C3,stNIB-v1_09079,PGSC0003DMG400018041
MICRO.13140.C1,stNIB-v1_13787,Sotub07g007490
MICRO.13141.C1,stNIB-v1_07811,Sotub08g021900
MICRO.13142.C1,stNIB-v1_03555,Sotub07g017860
MICRO.13143.C1,stNIB-v1_00426,Sotub12g021600
MICRO.13144.C1,stNIB-v1_10103,Sotub04g020910
MICRO.13145.C1,stNIB-v1_15496,Sotub06g009270
MICRO.13146.C1,stNIB-v1_16753,Sotub04g025970
MICRO.13147.C1,stNIB-v1_02246,Sotub04g033960
MICRO.13147.C2,stNIB-v1_02246,Sotub04g033960
MICRO.13148.C1,stNIB-v1_04395,Sotub07g023260
MICRO.13149.C1,stNIB-v1_06224,Sotub01g020670
MICRO.1315.C1,stNIB-v1_15776,Sotub03g024370
MICRO.13150.C1,stNIB-v1_13275,Sotub12g027520
MICRO.13151.C1,stNIB-v1_04543,Sotub11g026130
MICRO.13152.C1,stNIB-v1_16166,Sotub01g024690
MICRO.13153.C1,stNIB-v1_10983,Sotub04g022840
MICRO.13154.C1,stNIB-v1_10983,Sotub04g022840
MICRO.13155.C1,stNIB-v1_00282,Sotub11g024170
MICRO.13156.C1,stNIB-v1_10520,Sotub06g015300
MICRO.13157.C1,stNIB-v1_09572,Sotub07g026160
MICRO.13158.C3,stNIB-v1_08821,Sotub07g023470
MICRO.13158.C4,stNIB-v1_17136,Sotub07g023480
MICRO.13159.C1,stNIB-v1_16743,Sotub04g024140
MICRO.1316.C1,stNIB-v1_01507,Sotub06g021880
MICRO.1316.C2,stNIB-v1_01507,Sotub06g021880
MICRO.13160.C1,stNIB-v1_02017,Sotub11g013230
MICRO.13161.C1,stNIB-v1_01156,Sotub08g023120
MICRO.13162.C1,stNIB-v1_17633,Sotub11g021240
MICRO.13163.C1,stNIB-v1_10066,Sotub08g006270
MICRO.13164.C1,stNIB-v1_09901,Sotub06g034490
MICRO.13165.C1,stNIB-v1_03403,Sotub08g009540
MICRO.13166.C1,stNIB-v1_02575,Sotub08g016530
MICRO.13167.C1,stNIB-v1_10316,Sotub10g007660
MICRO.13168.C1,stNIB-v1_06310,Sotub04g010000
MICRO.13169.C1,stNIB-v1_00020,Sotub01g031790
MICRO.1317.C1,stNIB-v1_13850,Sotub07g008440
MICRO.13170.C1,stNIB-v1_16932,Sotub06g008210
MICRO.13171.C1,stNIB-v1_09909,Sotub09g016100
MICRO.13171.C2,stNIB-v1_09909,Sotub09g016100
